query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1Z2FITEtnEAE,https://www.google.com/maps/contrib/118290890328226276251?hl=en-US,Christian Díaz,118290890328226276251,https://lh3.googleusercontent.com/a-/AFdZucp3Mx4Kq8qWKspKx5R5-jda56xo-_dVFE4dzMq4Lg=s120-c-c0x00000000-cc-rp-mo-ba2-br100,"(Translated by Google) As always a 10 for this site. I love to go and eat a good hamburger, well done and to the point that I like. It is a wonder. Still waiting to try the smoked meats. The truth is that the most faithful to the authentic American.

(Original)
Como siempre un 10 para este sitio. Me encanta ir y comer una buena hamburguesa, bien hecha y al punto que me gusta. Es una maravilla. Todavía pendiente de probar las carnes ahumadas. La verdad que de lo más fiel a lo auténtico americano.",https://lh5.googleusercontent.com/p/AF1QipM_O-GuF0Oqy1XEFpau76w5G9BZExVgOLXZEtJb,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1Z2FITEtnEAE!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDugaHLKg%7CCgsIoZ2NmAYQsMbXEQ%7C?hl=en-US,5,1661161121,08/22/2022 09:38:41,0,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1X3ZmS05REAE,https://www.google.com/maps/contrib/106821844711863729721?hl=en-US,Gabriela Santiana,106821844711863729721,https://lh3.googleusercontent.com/a-/AFdZucqP985roRsCrm7MkcVfPKeFTej4IsDtAILCkEhSaA=s120-c-c0x00000000-cc-rp-mo-ba2-br100,Delicioso todo.. seguramente repetiremos para probar más,https://lh5.googleusercontent.com/p/AF1QipMl0H2YpmwHYqAPwrTd4Tz8cTbic-aWgL4FzArb,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1X3ZmS05REAE!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDu_vfKNQ%7CCgwI6dmMmAYQsL7M2AE%7C?hl=en-US,5,1661152489,08/22/2022 07:14:49,1,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1dnRiV1RREAE,https://www.google.com/maps/contrib/104714702665944371857?hl=en-US,Meir Cohen,104714702665944371857,https://lh3.googleusercontent.com/a/AItbvmmuCg6P26Z5HkvQjYHsDUCny0y4VRFRvC2RSyfK=s120-c-c0x00000000-cc-rp-mo-br100,"Great restaurant, great food, good price, slow service.",https://lh3.googleusercontent.com/a/AItbvmmuCg6P26Z5HkvQjYHsDUCny0y4VRFRvC2RSyfK,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1dnRiV1RREAE!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDuvtbWTQ%7CCgwI5d6KmAYQ6JfioAE%7C?hl=en-US,4,1661120357,08/21/2022 22:19:17,0,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChdDSUhNMG9nS0VJQ0FnSUR1dm9qYmtnRRAB,https://www.google.com/maps/contrib/101906364734052474176?hl=en-US,kaka kaka,101906364734052474176,https://lh3.googleusercontent.com/a/AItbvmn-n3jXH3TpCOxwkMCb_TTfeWuGndhtls780Mh9=s120-c-c0x00000000-cc-rp-mo-br100,"Está demasiado bueno la calidad es increíble, volveremos!!!",https://lh3.googleusercontent.com/a/AItbvmn-n3jXH3TpCOxwkMCb_TTfeWuGndhtls780Mh9,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1dm9qYmtnRRAB!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDuvojbkgE%7CCgsIk66KmAYQuM6AaQ%7C?hl=en-US,5,1661114131,08/21/2022 20:35:31,1,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChZDSUhNMG9nS0VJQ0FnSURTdXI2TEV3EAE,https://www.google.com/maps/contrib/108348994920795296705?hl=en-US,Alberto Martinez,108348994920795296705,https://lh3.googleusercontent.com/a-/AFdZucqE_LLcorH6dovvjUsriNT33zFNMi5Oi6QQbQI0Wg=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"(Translated by Google) American food restaurant with smoked meats that I have already been to several times and the truth is that it never disappoints. It has a wide variety of starters, burgers and meats. On this occasion we have tried the nachos with chili, a combo of meats (chicken, Creole sausage and ribs) with two sides and a hamburger and a couple of cakes for dessert. Everything is delicious and as you can see in the photos the quantities are generous, so I recommend going very hungry.
The attention of the waiters is very good, I hope to return soon and continue trying things on the menu.

(Original)
Restaurante de comida americana de carnes ahumadas que ya he venido en varias ocasiones y la verdad que nunca defrauda. Tiene gran variedad de entrantes, hamburguesas y carnes. En esta ocasion hemos probado los nachos con chili, un combo de carnes(pollo, salchicha criolla y costillas) con dos acompañamientos y una hamburguesa y de postre un par de tartas. Todo esta buenisimo y como se puede ver en las fotos las cantidades son generosas, con lo que recomiendo ir con mucha hambre.
La atencion de los camareros es muy buena espero pronto volver y seguir probando cosas de la carta.",https://lh5.googleusercontent.com/p/AF1QipPQGLjd-WloBeNLBwX3ME7tOrkm5dlVbYgMaedJ,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURTdXI2TEV3EAE!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDSur6LEw%7CCgwIga2JmAYQsLDc7QI%7C?hl=en-US,5,1661097601,08/21/2022 16:00:01,1,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1bm9YMkZBEAE,https://www.google.com/maps/contrib/101939758894382194303?hl=en-US,azahara c,101939758894382194303,https://lh3.googleusercontent.com/a-/AFdZucrs_24i2TxDdbQA0NgqshlLToVqO7yk1eEuNBBuQQ=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"(Translated by Google) The very good waffle burger, the meat with a lot of flavor and a Lotus dessert that makes you fall in love

(Original)
La hamburguesa de gofre buenísima la carne con mucho sabor y un postre de Lotus que te enamora",https://lh3.googleusercontent.com/a-/AFdZucrs_24i2TxDdbQA0NgqshlLToVqO7yk1eEuNBBuQQ,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1bm9YMkZBEAE!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDunoX2FA%7CCgwI6JaJmAYQ-Jri0gE%7C?hl=en-US,5,1661094760,08/21/2022 15:12:40,1,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChdDSUhNMG9nS0VJQ0FnSUR1bnByOXp3RRAB,https://www.google.com/maps/contrib/113854898728397785489?hl=en-US,esther,113854898728397785489,https://lh3.googleusercontent.com/a-/AFdZucqnj8fRmNwC12_dmcI7OeLHeITzxWNtYcO_45_B=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"(Translated by Google) Very good burgers and good service. A place with a very good atmosphere in the center of Barcelona. Prices a bit high.

(Original)
Molt bones hamburgueses i bon servei. Un local molt ben  ambientat al centre de Barcelona. Els preus una mica elevats.",https://lh3.googleusercontent.com/a-/AFdZucqnj8fRmNwC12_dmcI7OeLHeITzxWNtYcO_45_B,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1bnByOXp3RRAB!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDunpr9zwE%7CCgwIwfqImAYQ8KaRjgM%7C?hl=en-US,4,1661091137,08/21/2022 14:12:17,0,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChdDSUhNMG9nS0VJQ0FnSUR1N3F5N2h3RRAB,https://www.google.com/maps/contrib/117031589146121584594?hl=en-US,Trinidad Mosso,117031589146121584594,https://lh3.googleusercontent.com/a-/AFdZucreE2dygx0gPODFyREqCMZ5eaJJfNDKd2V4duFhXQ=s120-c-c0x00000000-cc-rp-mo-br100,,https://lh3.googleusercontent.com/a-/AFdZucreE2dygx0gPODFyREqCMZ5eaJJfNDKd2V4duFhXQ,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1N3F5N2h3RRAB!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDu7qy7hwE%7CCgsI2YCImAYQwKDVZA%7C?hl=en-US,4,1661075545,08/21/2022 09:52:25,0,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChdDSUhNMG9nS0VJQ0FnSUR1enM3MGl3RRAB,https://www.google.com/maps/contrib/104095813969453588916?hl=en-US,carlos nuñez,104095813969453588916,https://lh3.googleusercontent.com/a-/AFdZucolk0Y7q15NUA2AUAitLqgDKr7RYQnykHXKuOwk_g=s120-c-c0x00000000-cc-rp-mo-br100,,https://lh3.googleusercontent.com/a-/AFdZucolk0Y7q15NUA2AUAitLqgDKr7RYQnykHXKuOwk_g,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1enM3MGl3RRAB!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDuzs70iwE%7CCgwIgPCFmAYQkMOmsQM%7C?hl=en-US,3,1661040640,08/21/2022 00:10:40,0,-3366350722704842035
"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.3868159,2.1654616,17z/data=!3m2!4b1!5s0x12a4a2f4b7816a4d:0x89102bd4e3f4b709!4m10!1m3!8m2!1e1!2s101744919831405152114!3m5!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.3868159!4d2.1676503!16s%2Fg%2F11fkd1dtyr",The Ranch Smokehouse,0x12a4a30de709afd7:0xd14851da77cc62cd,ChIJ168J5w2jpBIRzWLMd9pRSNE,"https://www.google.com/maps/place/The+Ranch+Smokehouse/@41.386815899999995,2.1676503,14z/data=!4m8!1m2!2m1!1sThe+Ranch+Smokehouse!3m4!1s0x12a4a30de709afd7:0xd14851da77cc62cd!8m2!3d41.386815899999995!4d2.1676503",https://search.google.com/local/reviews?placeid=ChIJ168J5w2jpBIRzWLMd9pRSNE&q=The+Ranch+Smokehouse&authuser=0&hl=en&gl=UA,"{""1"": 82, ""2"": 49, ""3"": 116, ""4"": 350, ""5"": 1125}",1722,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1anFfX0Z3EAE,https://www.google.com/maps/contrib/103393258117714055421?hl=en-US,Ainhoa Garcia Luque,103393258117714055421,https://lh3.googleusercontent.com/a/AItbvmm9xvu8P7pP8rCQfrordPSqexv31zDL8duZfk34Qg=s120-c-c0x00000000-cc-rp-mo-br100,"(Translated by Google) We had dinner here with some friends and we left very happy. Unbeatable attention. Very fast service. Very good quality meat, cooked to perfection with a good garnish. The spectacular and very original bacon cheesecake. To repeat!!!

(Original)
Hemos cenado aquí con unos amigos y salimos contentísimos. Atención inmejorable. Servicio rapidísimo. Carne de muy buena calidad, hecha a su punto con buena guarnición. El cheescake de bacon espectacular y muy original. Para repetir!!!",https://lh3.googleusercontent.com/a/AItbvmm9xvu8P7pP8rCQfrordPSqexv31zDL8duZfk34Qg,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1anFfX0Z3EAE!2m1!1s0x0:0xd14851da77cc62cd!3m1!1s2@1:CIHM0ogKEICAgIDujq__Fw%7CCgwI8KOFmAYQsPfL0gE%7C?hl=en-US,5,1661030896,08/20/2022 21:28:16,1,-3366350722704842035
